"Gene"
"Porites_compressa_HIv1___RNAseq.g19695.t1"
"Porites_compressa_HIv1___RNAseq.g39379.t1"
"Porites_compressa_HIv1___RNAseq.g33736.t2"
"Porites_compressa_HIv1___TS.g40102.t1b"
"Porites_compressa_HIv1___TS.g21543.t2b"
"Porites_compressa_HIv1___RNAseq.g18031.t1"
"Porites_compressa_HIv1___RNAseq.g1136.t1"
"Porites_compressa_HIv1___RNAseq.g660.t1a"
"Porites_compressa_HIv1___RNAseq.g25584.t1"
"Porites_compressa_HIv1___TS.g2938.t1a"
"Porites_compressa_HIv1___RNAseq.g6940.t1"
"Porites_compressa_HIv1___TS.g33641.t1"
"Porites_compressa_HIv1___RNAseq.g25953.t1"
"Porites_compressa_HIv1___RNAseq.g38288.t3"
"Porites_compressa_HIv1___RNAseq.g13520.t1"
"Porites_compressa_HIv1___TS.g29553.t1"
"Porites_compressa_HIv1___RNAseq.g14204.t1"
"Porites_compressa_HIv1___RNAseq.g9814.t1"
"Porites_compressa_HIv1___RNAseq.g6312.t1"
"Porites_compressa_HIv1___TS.g1415.t1"
"Porites_compressa_HIv1___RNAseq.g11452.t1"
"Porites_compressa_HIv1___RNAseq.g33778.t1"
"Porites_compressa_HIv1___RNAseq.g14999.t1"
"Porites_compressa_HIv1___RNAseq.g22286.t1"
"Porites_compressa_HIv1___RNAseq.g23060.t1"
"Porites_compressa_HIv1___RNAseq.g28116.t1"
"Porites_compressa_HIv1___TS.g32169.t1"
"Porites_compressa_HIv1___RNAseq.g21317.t1"
"Porites_compressa_HIv1___RNAseq.g15320.t1"
"Porites_compressa_HIv1___RNAseq.g4385.t1"
"Porites_compressa_HIv1___TS.g17603.t1"
"Porites_compressa_HIv1___RNAseq.g14557.t1"
"Porites_compressa_HIv1___RNAseq.g12649.t1"
"Porites_compressa_HIv1___RNAseq.g33224.t1"
"Porites_compressa_HIv1___RNAseq.g40961.t1"
"Porites_compressa_HIv1___TS.g24443.t1"
"Porites_compressa_HIv1___RNAseq.g23112.t1"
"Porites_compressa_HIv1___RNAseq.g29059.t1"
"Porites_compressa_HIv1___RNAseq.g40653.t1"
"Porites_compressa_HIv1___TS.g10529.t1"
"Porites_compressa_HIv1___TS.g29292.t1a"
"Porites_compressa_HIv1___TS.g39061.t1"
"Porites_compressa_HIv1___RNAseq.g17688.t1"
"Porites_compressa_HIv1___RNAseq.g41239.t1"
"Porites_compressa_HIv1___RNAseq.g5675.t1"
"Porites_compressa_HIv1___RNAseq.g25482.t1"
"Porites_compressa_HIv1___RNAseq.g28114.t1"
"Porites_compressa_HIv1___TS.g22610.t2b"
"Porites_compressa_HIv1___TS.g2207.t1"
"Porites_compressa_HIv1___RNAseq.g21312.t4b"
"Porites_compressa_HIv1___TS.g28363.t2"
"Porites_compressa_HIv1___RNAseq.g3088.t1"
"Porites_compressa_HIv1___RNAseq.g37856.t1"
"Porites_compressa_HIv1___RNAseq.g14644.t1"
"Porites_compressa_HIv1___RNAseq.g28482.t1"
"Porites_compressa_HIv1___RNAseq.g23109.t1"
"Porites_compressa_HIv1___RNAseq.g15579.t1"
"Porites_compressa_HIv1___RNAseq.g40165.t1"
"Porites_compressa_HIv1___TS.g26201.t1"
"Porites_compressa_HIv1___RNAseq.g1736.t1"
"Porites_compressa_HIv1___RNAseq.g6269.t1"
"Porites_compressa_HIv1___TS.g1575.t1"
"Porites_compressa_HIv1___RNAseq.g8783.t1"
"Porites_compressa_HIv1___RNAseq.g5927.t1"
"Porites_compressa_HIv1___TS.g17171.t1"
"Porites_compressa_HIv1___RNAseq.g31628.t1"
"Porites_compressa_HIv1___RNAseq.g25855.t1"
"Porites_compressa_HIv1___RNAseq.g16877.t1"
"Porites_compressa_HIv1___RNAseq.g12112.t1"
"Porites_compressa_HIv1___RNAseq.g29564.t1"
"Porites_compressa_HIv1___RNAseq.g17686.t1"
"Porites_compressa_HIv1___TS.g16218.t2"
"Porites_compressa_HIv1___RNAseq.g31733.t1"
"Porites_compressa_HIv1___RNAseq.g25100.t1"
"Porites_compressa_HIv1___RNAseq.g12643.t1"
"Porites_compressa_HIv1___RNAseq.g40784.t1"
"Porites_compressa_HIv1___RNAseq.g39795.t1"
"Porites_compressa_HIv1___RNAseq.g38705.t1"
"Porites_compressa_HIv1___RNAseq.g1187.t1"
"Porites_compressa_HIv1___RNAseq.g36097.t1"
"Porites_compressa_HIv1___RNAseq.g32288.t1"
"Porites_compressa_HIv1___RNAseq.g12349.t1"
"Porites_compressa_HIv1___TS.g12921.t1"
"Porites_compressa_HIv1___RNAseq.g16881.t1"
"Porites_compressa_HIv1___RNAseq.g19227.t1"
"Porites_compressa_HIv1___RNAseq.g10058.t1"
"Porites_compressa_HIv1___RNAseq.g28115.t1"
"Porites_compressa_HIv1___RNAseq.g37804.t1"
"Porites_compressa_HIv1___RNAseq.g39980.t1"
"Porites_compressa_HIv1___RNAseq.g16450.t1"
"Porites_compressa_HIv1___TS.g24289.t1"
"Porites_compressa_HIv1___TS.g12654.t1"
"Porites_compressa_HIv1___RNAseq.g32932.t1"
"Porites_compressa_HIv1___RNAseq.g30281.t1"
"Porites_compressa_HIv1___RNAseq.g8547.t1"
"Porites_compressa_HIv1___RNAseq.g10185.t1"
"Porites_compressa_HIv1___TS.g40376.t2"
"Porites_compressa_HIv1___RNAseq.g8173.t1"
"Porites_compressa_HIv1___RNAseq.g23316.t1"
"Porites_compressa_HIv1___RNAseq.g21319.t1"
"Porites_compressa_HIv1___RNAseq.39026_t"
"Porites_compressa_HIv1___RNAseq.g11207.t1"
"Porites_compressa_HIv1___RNAseq.g8050.t1"
"Porites_compressa_HIv1___TS.g29462.t1"
"Porites_compressa_HIv1___RNAseq.g28648.t1"
"Porites_compressa_HIv1___RNAseq.g31578.t1"
"Porites_compressa_HIv1___RNAseq.g32391.t1"
"Porites_compressa_HIv1___RNAseq.g29608.t1"
"Porites_compressa_HIv1___RNAseq.g16600.t1"
"Porites_compressa_HIv1___TS.g26794.t1"
"Porites_compressa_HIv1___RNAseq.g3229.t1"
"Porites_compressa_HIv1___RNAseq.g23447.t1"
"Porites_compressa_HIv1___RNAseq.g11878.t1"
"Porites_compressa_HIv1___RNAseq.g26725.t1"
"Porites_compressa_HIv1___TS.g4968.t1"
"Porites_compressa_HIv1___TS.g601.t2"
"Porites_compressa_HIv1___RNAseq.g240.t1"
"Porites_compressa_HIv1___RNAseq.g31201.t1b"
"Porites_compressa_HIv1___TS.g5907.t1b"
"Porites_compressa_HIv1___RNAseq.g25927.t1"
"Porites_compressa_HIv1___RNAseq.g13876.t1"
"Porites_compressa_HIv1___TS.g18143.t1"
"Porites_compressa_HIv1___TS.g12252.t1"
"Porites_compressa_HIv1___RNAseq.g28832.t1"
"Porites_compressa_HIv1___TS.g26477.t3a"
"Porites_compressa_HIv1___RNAseq.g14668.t1"
"Porites_compressa_HIv1___RNAseq.g10430.t1"
"Porites_compressa_HIv1___RNAseq.g18864.t1b"
"Porites_compressa_HIv1___RNAseq.g15175.t1"
"Porites_compressa_HIv1___TS.g16310.t1a"
"Porites_compressa_HIv1___RNAseq.g12694.t1"
"Porites_compressa_HIv1___RNAseq.g13678.t1"
"Porites_compressa_HIv1___RNAseq.g17687.t1"
"Porites_compressa_HIv1___RNAseq.g24610.t1"
"Porites_compressa_HIv1___RNAseq.g17236.t1"
"Porites_compressa_HIv1___RNAseq.g32862.t2"
"Porites_compressa_HIv1___RNAseq.g13769.t1"
"Porites_compressa_HIv1___TS.g17208.t1"
"Porites_compressa_HIv1___TS.g13316.t1"
"Porites_compressa_HIv1___RNAseq.g34021.t1a"
"Porites_compressa_HIv1___RNAseq.g30600.t1"
"Porites_compressa_HIv1___TS.g12854.t1"
"Porites_compressa_HIv1___RNAseq.g31496.t1a"
"Porites_compressa_HIv1___RNAseq.g9629.t1"
"Porites_compressa_HIv1___RNAseq.g36534.t1"
"Porites_compressa_HIv1___RNAseq.g539.t1"
"Porites_compressa_HIv1___RNAseq.g21722.t1b"
"Porites_compressa_HIv1___RNAseq.g34276.t1"
"Porites_compressa_HIv1___RNAseq.g11191.t1"
"Porites_compressa_HIv1___RNAseq.g15343.t1"
"Porites_compressa_HIv1___RNAseq.g4007.t1"
"Porites_compressa_HIv1___RNAseq.g10347.t1"
"Porites_compressa_HIv1___RNAseq.g14622.t1"
"Porites_compressa_HIv1___RNAseq.g887.t1"
"Porites_compressa_HIv1___RNAseq.g19283.t1"
"Porites_compressa_HIv1___RNAseq.g39507.t1"
"Porites_compressa_HIv1___RNAseq.g10761.t1"
"Porites_compressa_HIv1___RNAseq.g1707.t1"
"Porites_compressa_HIv1___RNAseq.g27892.t1"
"Porites_compressa_HIv1___RNAseq.g29677.t1"
"Porites_compressa_HIv1___RNAseq.g40565.t1"
"Porites_compressa_HIv1___TS.g16266.t1"
"Porites_compressa_HIv1___TS.g34833.t1"
"Porites_compressa_HIv1___RNAseq.g28609.t1"
"Porites_compressa_HIv1___RNAseq.g23262.t1"
"Porites_compressa_HIv1___RNAseq.g5581.t1"
"Porites_compressa_HIv1___RNAseq.g25882.t1"
"Porites_compressa_HIv1___TS.g17739.t1"
"Porites_compressa_HIv1___RNAseq.g15072.t1"
"Porites_compressa_HIv1___RNAseq.g27864.t1"
"Porites_compressa_HIv1___RNAseq.g36393.t1"
"Porites_compressa_HIv1___RNAseq.g23408.t1"
"Porites_compressa_HIv1___RNAseq.g8339.t1"
"Porites_compressa_HIv1___RNAseq.g30688.t1"
"Porites_compressa_HIv1___RNAseq.11748_t"
"Porites_compressa_HIv1___RNAseq.g3568.t1"
"Porites_compressa_HIv1___TS.g4217.t1"
"Porites_compressa_HIv1___RNAseq.g8191.t1"
"Porites_compressa_HIv1___TS.g32385.t2"
"Porites_compressa_HIv1___TS.g36375.t1"
"Porites_compressa_HIv1___RNAseq.g10432.t1"
"Porites_compressa_HIv1___RNAseq.g3510.t1"
"Porites_compressa_HIv1___RNAseq.g16012.t1"
"Porites_compressa_HIv1___RNAseq.g36717.t1"
"Porites_compressa_HIv1___RNAseq.g41609.t1"
"Porites_compressa_HIv1___TS.g21692.t1"
"Porites_compressa_HIv1___RNAseq.g22408.t1"
"Porites_compressa_HIv1___TS.g24084.t1"
"Porites_compressa_HIv1___RNAseq.g34619.t1"
"Porites_compressa_HIv1___RNAseq.g1858.t1"
"Porites_compressa_HIv1___RNAseq.g5316.t1"
"Porites_compressa_HIv1___RNAseq.g36666.t1"
"Porites_compressa_HIv1___RNAseq.g30500.t1"
"Porites_compressa_HIv1___RNAseq.g29541.t1"
"Porites_compressa_HIv1___RNAseq.g27539.t1"
"Porites_compressa_HIv1___RNAseq.g12469.t2"
"Porites_compressa_HIv1___RNAseq.g39083.t1"
"Porites_compressa_HIv1___RNAseq.g17840.t1"
"Porites_compressa_HIv1___RNAseq.g15048.t1"
"Porites_compressa_HIv1___RNAseq.g40230.t1"
"Porites_compressa_HIv1___RNAseq.22861_t"
"Porites_compressa_HIv1___RNAseq.g25880.t1"
"Porites_compressa_HIv1___RNAseq.g26077.t1"
"Porites_compressa_HIv1___RNAseq.g33627.t1"
"Porites_compressa_HIv1___TS.g38067.t1b"
"Porites_compressa_HIv1___RNAseq.g14612.t1"
"Porites_compressa_HIv1___RNAseq.g8604.t1"
"Porites_compressa_HIv1___RNAseq.g8392.t2"
"Porites_compressa_HIv1___TS.g12963.t1"
"Porites_compressa_HIv1___RNAseq.g29113.t1"
"Porites_compressa_HIv1___RNAseq.g13412.t1"
"Porites_compressa_HIv1___TS.g40327.t1"
"Porites_compressa_HIv1___TS.g34633.t1"
"Porites_compressa_HIv1___RNAseq.g41102.t1"
"Porites_compressa_HIv1___RNAseq.g19345.t1"
"Porites_compressa_HIv1___RNAseq.g40091.t1"
"Porites_compressa_HIv1___RNAseq.32027_t"
"Porites_compressa_HIv1___RNAseq.g6733.t1"
"Porites_compressa_HIv1___RNAseq.g31541.t1b"
"Porites_compressa_HIv1___TS.g18758.t1"
"Porites_compressa_HIv1___RNAseq.g24313.t1"
"Porites_compressa_HIv1___RNAseq.g24807.t1a"
"Porites_compressa_HIv1___RNAseq.g562.t1"
"Porites_compressa_HIv1___RNAseq.1324_t"
"Porites_compressa_HIv1___RNAseq.g16013.t1"
"Porites_compressa_HIv1___TS.g982.t1"
"Porites_compressa_HIv1___RNAseq.g10213.t1"
"Porites_compressa_HIv1___RNAseq.g9515.t1"
"Porites_compressa_HIv1___RNAseq.g19270.t1"
"Porites_compressa_HIv1___RNAseq.g29684.t1"
"Porites_compressa_HIv1___RNAseq.g9239.t1"
"Porites_compressa_HIv1___RNAseq.g25654.t1"
"Porites_compressa_HIv1___TS.g38000.t1"
"Porites_compressa_HIv1___RNAseq.g36660.t1"
"Porites_compressa_HIv1___RNAseq.g27963.t1"
"Porites_compressa_HIv1___RNAseq.g20933.t1"
"Porites_compressa_HIv1___RNAseq.g19145.t1"
"Porites_compressa_HIv1___TS.g41511.t1b"
"Porites_compressa_HIv1___RNAseq.g28897.t1"
"Porites_compressa_HIv1___RNAseq.g22366.t1a"
"Porites_compressa_HIv1___RNAseq.g40788.t1"
"Porites_compressa_HIv1___RNAseq.g35735.t1"
"Porites_compressa_HIv1___TS.g41220.t1"
"Porites_compressa_HIv1___RNAseq.g20395.t1"
"Porites_compressa_HIv1___RNAseq.g4372.t1"
"Porites_compressa_HIv1___TS.g11896.t1"
"Porites_compressa_HIv1___RNAseq.g33877.t1"
"Porites_compressa_HIv1___RNAseq.g31792.t1"
"Porites_compressa_HIv1___RNAseq.g27460.t1"
"Porites_compressa_HIv1___RNAseq.g28512.t1"
"Porites_compressa_HIv1___RNAseq.g13009.t2"
"Porites_compressa_HIv1___RNAseq.g4786.t1"
"Porites_compressa_HIv1___RNAseq.g19422.t3"
"Porites_compressa_HIv1___RNAseq.g25004.t1"
"Porites_compressa_HIv1___RNAseq.g20298.t1"
"Porites_compressa_HIv1___RNAseq.g7007.t1"
"Porites_compressa_HIv1___RNAseq.g37829.t1"
"Porites_compressa_HIv1___RNAseq.g36289.t1"
"Porites_compressa_HIv1___RNAseq.g32904.t1"
"Porites_compressa_HIv1___TS.g26477.t3b"
"Porites_compressa_HIv1___TS.g8503.t1"
"Porites_compressa_HIv1___RNAseq.g23227.t1"
"Porites_compressa_HIv1___RNAseq.g1397.t1"
"Porites_compressa_HIv1___RNAseq.g28896.t1"
"Porites_compressa_HIv1___RNAseq.g10607.t1"
"Porites_compressa_HIv1___RNAseq.g37742.t1"
"Porites_compressa_HIv1___RNAseq.g25116.t1"
